0001	baidu	1	3	0	247.0	1172
0001	baidu	2	4	0	144.0	3567
0001	baidu	3	3	2	223.0	2612
0001	baidu	4	3	0	144.0	5506
0001	baidu	5	3	0	141.0	6733
0001	sogou	1	0	0	335.0	7015
0001	sogou	2	3	0	265.0	6193
0001	sogou	3	3	0	265.0	6887
0001	sogou	4	3	2	121.0	-1
0001	sogou	5	3	0	142.0	954
0001	haosou	1	3	0	218.0	6733
0001	haosou	2	3	0	218.0	2312
0001	haosou	3	3	0	194.0	2534
0001	haosou	4	3	2	316.75	2499
0001	haosou	5	3	0	196.0	5062
0001	sm	1	3	0	164.0	662
0001	sm	2	3	2	125.0	1277
0001	sm	3	2	0	370.0	2310
0001	sm	4	0	2	172.0	1839
0001	sm	5	0	0	144.0	3513
0002	baidu	1	0	0	122.0	5204
0002	baidu	2	3	0	144.0	18840
0002	baidu	3	0	0	122.0	12331
0002	baidu	4	0	0	144.0	9030
0002	baidu	5	0	0	144.0	1391
0002	sogou	1	0	0	145.0	2261
0002	sogou	2	0	0	142.0	7449
0002	sogou	3	0	0	165.0	4439
0002	sogou	4	2	0	142.0	8070
0002	sogou	5	0	2	121.0	-1
0002	haosou	1	0	0	159.0	1171
0002	haosou	2	0	0	164.0	4851
0002	haosou	3	0	0	205.0	7041
0002	haosou	4	0	2	316.75	2932
0002	haosou	5	0	0	205.0	8297
0002	sm	1	0	0	149.0	2355
0002	sm	2	0	0	156.0	12331
0002	sm	3	2	0	149.0	8070
0002	sm	4	0	0	164.0	2766
0002	sm	5	0	0	162.0	7449
0003	baidu	1	4	0	144.0	1927
0003	baidu	2	2	0	144.0	922
0003	baidu	3	3	0	122.0	1376
0003	baidu	4	2	0	144.0	37218
0003	baidu	5	4	0	144.0	1075
0003	sogou	1	4	0	390.0	320
0003	sogou	2	3	0	147.0	3030
0003	sogou	3	4	0	142.0	1727
0003	sogou	4	4	0	142.0	1915
0003	sogou	5	2	2	121.0	-1
0003	haosou	1	2	0	120.0	1156
0003	haosou	2	4	0	164.0	1927
0003	haosou	3	3	0	164.0	3030
0003	haosou	4	2	2	316.75	2078
0003	haosou	5	2	0	164.0	1727
0003	sm	1	2	0	325.0	1727
0003	sm	2	3	0	129.0	1376
0003	sm	3	4	0	177.0	3030
0003	sm	4	4	0	198.0	904
0003	sm	5	2	0	125.0	1480
0004	baidu	1	4	0	122.0	1743
0004	baidu	2	4	0	144.0	633
0004	baidu	3	4	0	144.0	3135
0004	baidu	4	2	0	78.0	1743
0004	baidu	5	2	0	124.0	597
0004	sogou	1	0	0	145.0	3135
0004	sogou	2	4	0	166.0	2125
0004	sogou	3	4	0	121.0	2008
0004	sogou	4	2	2	121.0	-1
0004	sogou	5	4	0	121.0	1743
0004	haosou	1	3	0	205.0	1061
0004	haosou	2	0	0	159.0	12584
0004	haosou	3	0	0	152.0	667
0004	haosou	4	2	2	316.75	3419
0004	haosou	5	0	0	152.0	316
0004	sm	1	4	0	168.0	1743
0004	sm	2	4	0	129.0	633
0004	sm	3	4	0	129.0	633
0004	sm	4	4	0	129.0	2008
0004	sm	5	2	0	129.0	4679
0005	baidu	1	4	0	144.0	669
0005	baidu	2	3	0	144.0	11623
0005	baidu	3	3	0	146.0	1228
0005	baidu	4	4	0	146.0	1626
0005	baidu	5	0	0	122.0	3120
0005	sogou	1	5	0	171.0	1727
0005	sogou	2	4	0	235.0	801
0005	sogou	3	4	0	213.0	979
0005	sogou	4	2	2	121.0	-1
0005	sogou	5	0	0	209.0	370
0005	haosou	1	0	0	183.0	1405
0005	haosou	2	4	0	195.0	1441
0005	haosou	3	3	0	217.0	903
0005	haosou	4	0	2	316.75	2457
0005	haosou	5	4	0	249.0	1491
0005	sm	1	4	0	419.0	1957
0005	sm	2	0	2	172.0	1557
0005	sm	3	0	0	149.0	3616
0005	sm	4	0	0	149.0	3545
0005	sm	5	2	0	320.0	7172
0006	baidu	1	0	0	144.0	3808
0006	baidu	2	2	0	146.0	597
0006	baidu	3	0	0	248.0	3120
0006	baidu	4	2	0	146.0	1914
0006	baidu	5	2	0	144.0	1256
0006	sogou	1	3	0	142.0	3155
0006	sogou	2	0	0	299.0	2269
0006	sogou	3	2	0	165.0	1818
0006	sogou	4	2	0	165.0	1990
0006	sogou	5	2	2	121.0	-1
0006	haosou	1	0	0	333.0	1142
0006	haosou	2	3	0	258.0	2282
0006	haosou	3	2	0	258.0	2184
0006	haosou	4	0	2	316.75	3079
0006	haosou	5	2	0	258.0	2394
0006	sm	1	3	2	165.0	829
0006	sm	2	2	2	125.0	1180
0006	sm	3	2	0	163.0	818
0006	sm	4	2	0	181.0	3745
0006	sm	5	0	0	162.0	832
0007	baidu	1	3	0	209.0	1999
0007	baidu	2	4	0	146.0	1365
0007	baidu	3	4	0	144.0	1607
0007	baidu	4	3	0	122.0	3120
0007	baidu	5	2	0	146.0	779
0007	sogou	1	4	0	215.0	1628
0007	sogou	2	4	0	149.0	1828
0007	sogou	3	4	0	117.0	1685
0007	sogou	4	4	0	192.0	2392
0007	sogou	5	3	2	121.0	-1
0007	haosou	1	3	0	183.0	12638
0007	haosou	2	4	0	191.0	1698
0007	haosou	3	2	2	316.75	2487
0007	haosou	4	4	0	159.0	3120
0007	haosou	5	3	0	191.0	1075
0007	sm	1	3	0	419.0	2372
0007	sm	2	0	0	172.0	1486
0007	sm	3	3	0	108.0	1300
0007	sm	4	3	0	145.0	12638
0007	sm	5	3	2	125.0	1524
0008	baidu	1	2	0	248.0	3120
0008	baidu	2	0	0	144.0	5461
0008	baidu	3	2	0	122.0	697
0008	baidu	4	3	0	144.0	5803
0008	baidu	5	0	0	146.0	2024
0008	sogou	1	0	0	145.0	1660
0008	sogou	2	0	0	165.0	3120
0008	sogou	3	0	0	143.0	1132
0008	sogou	4	2	0	143.0	3082
0008	sogou	5	3	2	121.0	-1
0008	haosou	1	2	0	163.0	697
0008	haosou	2	2	0	196.0	1307
0008	haosou	3	0	0	215.0	1119
0008	haosou	4	2	0	316.75	2791
0008	haosou	5	0	0	194.0	5082
0008	sm	1	0	0	129.0	2778
0008	sm	2	0	0	162.0	5461
0008	sm	3	0	0	128.0	1357
0008	sm	4	0	0	165.0	767
0008	sm	5	2	0	149.0	1307
0009	baidu	1	3	0	146.0	6624
0009	baidu	2	3	0	144.0	17268
0009	baidu	3	3	1	212.0	2343
0009	baidu	4	3	0	153.0	4513
0009	baidu	5	4	0	202.0	1126
0009	sogou	1	3	0	544.0	14920
0009	sogou	2	3	0	540.0	8385
0009	sogou	3	4	0	192.0	2273
0009	sogou	4	2	2	259.0	2910
0009	sogou	5	3	0	121.0	1677
0009	haosou	1	5	1	590.0	2975
0009	haosou	2	3	0	185.0	4041
0009	haosou	3	3	0	185.0	2589
0009	haosou	4	2	2	316.75	2375
0009	haosou	5	3	0	185.0	17270
0009	sm	1	5	1	526.0	1316
0009	sm	2	3	0	43.0	-1
0009	sm	3	4	2	232.0	-1
0009	sm	4	3	0	165.0	17160
0009	sm	5	3	0	129.0	3925
0010	baidu	1	3	0	248.0	912
0010	baidu	2	3	0	144.0	3094
0010	baidu	3	4	0	196.71875	3399
0010	baidu	4	3	0	144.0	8274
0010	baidu	5	3	0	144.0	2131
0010	sogou	1	3	0	165.0	3094
0010	sogou	2	3	0	303.0	1462
0010	sogou	3	4	0	227.0	1853
0010	sogou	4	3	0	230.0	1102
0010	sogou	5	0	2	121.0	-1
0010	haosou	1	3	0	194.0	3094
0010	haosou	2	3	0	181.0	3142
0010	haosou	3	4	0	216.0	3399
0010	haosou	4	2	2	316.75	1985
0010	haosou	5	3	0	207.0	2371
0010	sm	1	3	0	149.0	1307
0010	sm	2	4	0	418.0	3399
0010	sm	3	0	2	173.0	972
0010	sm	4	3	0	129.0	2371
0010	sm	5	0	0	125.0	2371
0011	baidu	1	5	1	264.5	1300
0011	baidu	2	4	0	144.0	5150
0011	baidu	3	3	1	231.0	1300
0011	baidu	4	2	0	144.0	5160
0011	baidu	5	4	0	144.0	5176
0011	sogou	1	5	1	314.0	-1
0011	sogou	2	3	0	187.0	3263
0011	sogou	3	4	0	143.0	3962
0011	sogou	4	3	2	121.0	-1
0011	sogou	5	4	0	165.0	1600
0011	haosou	1	5	1	360.0	1301
0011	haosou	2	4	0	172.0	6974
0011	haosou	3	2	2	300.0	3120
0011	haosou	4	3	2	320.0	2562
0011	haosou	5	4	0	190.0	3059
0011	sm	1	5	1	263.5	523
0011	sm	2	2	0	189.0	3308
0011	sm	3	2	1	151.0	1245
0011	sm	4	3	0	129.0	5256
0011	sm	5	5	1	239.0	2358
0012	baidu	1	5	1	334.703125	5001
0012	baidu	2	3	0	196.71875	6078
0012	baidu	3	3	0	146.0	6105
0012	baidu	4	2	0	141.0	4720
0012	baidu	5	3	0	243.625	14319
0012	sogou	1	5	0	321.0	5570
0012	sogou	2	2	0	126.0	5612
0012	sogou	3	3	0	142.0	5718
0012	sogou	4	3	0	371.0	3317
0012	sogou	5	3	2	121.0	-1
0012	haosou	1	5	0	399.0	5570
0012	haosou	2	3	0	175.0	511
0012	haosou	3	4	0	183.0	4144
0012	haosou	4	3	2	316.75	2752
0012	haosou	5	3	1	171.0	900
0012	sm	1	3	0	189.0	2430
0012	sm	2	3	2	151.0	1459
0012	sm	3	4	0	129.0	5612
0012	sm	4	3	1	415.0	3211
0012	sm	5	2	2	125.0	1498
0013	baidu	1	3	0	209.0	1031
0013	baidu	2	3	0	143.0	1414
0013	baidu	3	3	0	122.0	8776
0013	baidu	4	3	0	144.0	5729
0013	baidu	5	3	0	141.0	4921
0013	sogou	1	3	0	395.0	1767
0013	sogou	2	3	0	141.0	3328
0013	sogou	3	4	0	223.0	3092
0013	sogou	4	3	0	311.0	2984
0013	sogou	5	2	2	121.0	-1
0013	haosou	1	3	0	191.0	8480
0013	haosou	2	3	0	159.0	4058
0013	haosou	3	3	0	191.0	4800
0013	haosou	4	3	2	316.75	2430
0013	haosou	5	3	0	194.0	6183
0013	sm	1	2	0	201.0	2372
0013	sm	2	3	0	202.0	2868
0013	sm	3	3	0	108.0	4385
0013	sm	4	3	0	246.0	4419
0013	sm	5	3	0	185.0	3288
0014	baidu	1	3	0	122.0	1651
0014	baidu	2	4	1	352.0	1126
0014	baidu	3	3	1	212.0	2253
0014	baidu	4	3	0	144.0	1494
0014	baidu	5	3	0	144.0	1405
0014	sogou	1	3	1	544.0	-1
0014	sogou	2	2	0	187.0	4343
0014	sogou	3	2	0	143.0	4137
0014	sogou	4	2	0	160.0	711
0014	sogou	5	3	0	165.0	5417
0014	haosou	1	5	1	600.0	2885
0014	haosou	2	3	0	159.0	4681
0014	haosou	3	4	0	159.0	5168
0014	haosou	4	2	2	316.75	3071
0014	haosou	5	2	0	175.0	652
0014	sm	1	5	1	526.0	1316
0014	sm	2	2	2	43.0	1651
0014	sm	3	2	1	232.0	-1
0014	sm	4	3	0	165.0	1651
0014	sm	5	2	0	129.0	1892
0015	baidu	1	4	0	219.0	4495
0015	baidu	2	4	0	176.0	2224
0015	baidu	3	4	2	201.0	2149
0015	baidu	4	4	0	180.0	667
0015	baidu	5	3	0	144.0	2348
0015	sogou	1	4	1	216.0	4473
0015	sogou	2	2	0	170.0	1437
0015	sogou	3	4	0	456.0	1560
0015	sogou	4	2	0	301.0	2737
0015	sogou	5	4	1	289.0	-1
0015	haosou	1	4	0	162.0	1437
0015	haosou	2	3	0	351.0	4315
0015	haosou	3	4	0	134.0	1253
0015	haosou	4	4	0	121.0	316
0015	haosou	5	3	1	209.0	-1
0015	sm	1	4	1	314.0	4910
0015	sm	2	3	1	180.0	-1
0015	sm	3	4	0	160.0	523
0015	sm	4	2	0	374.0	1910
0015	sm	5	3	1	326.0	-1
0016	baidu	1	4	0	144.0	1929
0016	baidu	2	5	1	378.5625	1426
0016	baidu	3	0	2	201.0	2689
0016	baidu	4	3	0	143.0	2394
0016	baidu	5	4	0	144.0	3431
0016	sogou	1	3	1	428.0	-1
0016	sogou	2	4	0	165.0	3431
0016	sogou	3	4	0	165.0	1929
0016	sogou	4	2	0	285.0	2649
0016	sogou	5	2	2	121.0	-1
0016	haosou	1	5	1	610.0	1058
0016	haosou	2	4	0	183.0	4622
0016	haosou	3	3	0	183.0	1290
0016	haosou	4	2	2	316.75	2848
0016	haosou	5	4	0	249.0	2625
0016	sm	1	3	0	129.0	9486
0016	sm	2	5	1	551.0	700
0016	sm	3	4	0	129.0	1929
0016	sm	4	3	0	149.0	4550
0016	sm	5	2	0	454.0	2541
0017	baidu	1	4	0	195.0	3650
0017	baidu	2	4	0	176.0	2372
0017	baidu	3	4	0	144.0	4724
0017	baidu	4	4	1	223.0	2790
0017	baidu	5	3	0	144.0	7643
0017	sogou	1	4	0	162.0	1095
0017	sogou	2	3	0	167.0	18988
0017	sogou	3	2	0	211.0	2543
0017	sogou	4	4	0	167.0	4768
0017	sogou	5	3	0	121.0	-1
0017	haosou	1	3	0	183.0	3000
0017	haosou	2	3	0	218.0	3551
0017	haosou	3	4	0	175.0	910
0017	haosou	4	4	1	316.75	2380
0017	haosou	5	4	0	162.09375	914
0017	sm	1	4	1	444.0	4742
0017	sm	2	3	1	335.0	4742
0017	sm	3	4	2	168.0	1363
0017	sm	4	2	1	317.6875	800
0017	sm	5	3	0	144.0	1654
0018	baidu	1	4	0	195.0	5887
0018	baidu	2	4	0	144.0	2712
0018	baidu	3	3	2	223.0	2957
0018	baidu	4	2	0	152.0	1091
0018	baidu	5	3	0	141.0	3354
0018	sogou	1	4	0	162.0	826
0018	sogou	2	4	0	142.0	1872
0018	sogou	3	3	1	352.0	-1
0018	sogou	4	2	0	321.0	1437
0018	sogou	5	4	0	142.0	3572
0018	haosou	1	3	0	172.0	3945
0018	haosou	2	4	0	220.0	3923
0018	haosou	3	3	1	148.0	900
0018	haosou	4	3	2	316.75	2807
0018	haosou	5	4	0	175.0	724
0018	sm	1	4	0	163.0	2756
0018	sm	2	3	1	351.0	700
0018	sm	3	4	0	108.0	5887
0018	sm	4	4	0	128.0	4026
0018	sm	5	3	2	125.0	1363
0019	baidu	1	5	0	144.0	2415
0019	baidu	2	3	0	122.0	311
0019	baidu	3	3	0	122.0	1098
0019	baidu	4	3	0	122.0	2463
0019	baidu	5	0	0	122.0	2095
0019	sogou	1	5	0	138.0	2415
0019	sogou	2	2	0	117.0	2478
0019	sogou	3	3	0	119.0	2985
0019	sogou	4	2	0	117.0	311
0019	sogou	5	0	2	90.0	-1
0019	haosou	1	5	0	159.0	2415
0019	haosou	2	2	0	220.0	2463
0019	haosou	3	2	0	159.0	478
0019	haosou	4	2	1	316.75	2789
0019	haosou	5	0	0	194.0	2897
0019	sm	1	3	0	128.0	9796
0019	sm	2	2	0	108.0	2523
0019	sm	3	2	0	128.0	9796
0019	sm	4	3	0	108.0	9297
0019	sm	5	2	0	128.0	9796
0020	baidu	1	4	0	144.0	4664
0020	baidu	2	4	0	144.0	2155
0020	baidu	3	4	0	141.0	5408
0020	baidu	4	2	0	141.0	4628
0020	baidu	5	4	0	247.0	688
0020	sogou	1	3	0	285.0	3120
0020	sogou	2	4	0	142.0	4664
0020	sogou	3	3	0	235.0	707
0020	sogou	4	4	0	165.0	5166
0020	sogou	5	3	0	285.0	1617
0020	haosou	1	3	0	183.0	1047
0020	haosou	2	3	0	183.0	3525
0020	haosou	3	4	0	183.0	5408
0020	haosou	4	0	2	316.75	2476
0020	haosou	5	4	0	194.0	5328
0020	sm	1	0	2	269.0	1845
0020	sm	2	3	0	129.0	1047
0020	sm	3	4	0	149.0	5570
0020	sm	4	3	0	129.0	3670
0020	sm	5	4	0	141.0	4628
0021	baidu	1	4	0	273.0	2406
0021	baidu	2	4	0	195.0	2478
0021	baidu	3	4	0	122.0	4000
0021	baidu	4	2	2	190.0	1976
0021	baidu	5	3	0	152.0	2422
0021	sogou	1	5	0	152.0	-1
0021	sogou	2	4	0	162.0	766
0021	sogou	3	4	0	143.0	667
0021	sogou	4	4	0	143.0	2406
0021	sogou	5	4	0	233.0	1394
0021	haosou	1	4	1	159.0	755
0021	haosou	2	4	0	222.0	697
0021	haosou	3	2	0	183.0	2406
0021	haosou	4	2	2	316.75	2849
0021	haosou	5	3	0	249.0	3120
0021	sm	1	4	2	337.0	2406
0021	sm	2	3	0	129.0	2852
0021	sm	3	4	0	180.0	5482
0021	sm	4	4	0	129.0	2406
0021	sm	5	3	0	141.0	6800
0022	baidu	1	3	0	144.0	4091
0022	baidu	2	4	0	144.0	4641
0022	baidu	3	2	2	222.0	3000
0022	baidu	4	4	0	141.0	372
0022	baidu	5	4	0	144.0	2563
0022	sogou	1	3	2	200.0	1970
0022	sogou	2	4	0	165.0	1794
0022	sogou	3	4	0	165.0	2524
0022	sogou	4	4	0	164.0	1972
0022	sogou	5	2	2	121.0	-1
0022	haosou	1	0	1	359.0	3120
0022	haosou	2	0	0	183.0	1261
0022	haosou	3	0	0	159.0	5146
0022	haosou	4	0	2	316.75	3330
0022	haosou	5	0	0	183.0	2142
0022	sm	1	0	2	199.0	729
0022	sm	2	4	0	140.0	3608
0022	sm	3	4	0	163.0	1794
0022	sm	4	4	2	125.0	1552
0022	sm	5	2	0	161.0	3641
0023	baidu	1	5	0	166.0	1094
0023	baidu	2	2	0	144.0	4371
0023	baidu	3	4	0	122.0	1069
0023	baidu	4	0	0	195.0	1771
0023	baidu	5	0	0	48.0	-1
0023	sogou	1	5	0	211.0	3072
0023	sogou	2	4	0	209.0	2072
0023	sogou	3	4	0	143.0	1069
0023	sogou	4	2	2	121.0	-1
0023	sogou	5	3	0	66.0	2698
0023	haosou	1	5	2	161.0	2373
0023	haosou	2	4	0	159.0	3336
0023	haosou	3	4	0	191.0	3285
0023	haosou	4	2	2	316.75	2147
0023	haosou	5	4	0	91.0	979
0023	sm	1	4	2	309.0	673
0023	sm	2	4	0	165.0	1069
0023	sm	3	4	0	365.0	1782
0023	sm	4	0	2	172.0	1379
0023	sm	5	4	0	128.0	1972
0024	baidu	1	5	2	536.0	669
0024	baidu	2	2	2	191.71875	2808
0024	baidu	3	3	1	202.71875	1743
0024	baidu	4	2	1	192.71875	3060
0024	baidu	5	2	1	186.71875	3020
0024	sogou	1	3	2	442.0	-1
0024	sogou	2	3	2	214.0	-1
0024	sogou	3	4	0	170.0	2660
0024	sogou	4	4	0	170.0	3043
0024	sogou	5	3	2	130.0	-1
0024	haosou	1	4	2	731.0	2022
0024	haosou	2	4	0	307.0	2876
0024	haosou	3	4	0	200.0	3005
0024	haosou	4	3	2	320.0	832
0024	haosou	5	4	0	200.0	3083
0024	sm	1	5	2	543.0	4022
0024	sm	2	3	2	420.0	4200
0024	sm	3	4	0	149.0	2876
0024	sm	4	3	2	125.0	1613
0024	sm	5	4	0	149.0	3273
0025	baidu	1	4	1	735.0	2845
0025	baidu	2	4	0	122.0	1722
0025	baidu	3	3	2	201.0	2533
0025	baidu	4	3	0	175.0	2358
0025	baidu	5	3	0	195.0	4055
0025	sogou	1	4	0	195.0	1443
0025	sogou	2	3	0	186.0	1057
0025	sogou	3	4	0	142.0	5112
0025	sogou	4	3	0	162.0	942
0025	sogou	5	3	0	261.0	1184
0025	haosou	1	3	0	159.0	3057
0025	haosou	2	3	0	175.0	3277
0025	haosou	3	4	1	338.0	2540
0025	haosou	4	3	2	316.75	3007
0025	haosou	5	3	1	274.0	1193
0025	sm	1	4	2	327.0	1722
0025	sm	2	3	0	189.0	8186
0025	sm	3	2	0	336.0	2028
0025	sm	4	3	0	200.375	523
