Metric	0001:走路软件	0002:49天之同人	0003:全民大学霸	0004:广西流浪汉月半小夜曲快手	0005:提现到挂失的银行卡里怎么办	0006:中国新歌声主题曲	0007:宝塔镇河妖的下一句是什么	0008:球球大作战兑换码礼品	0009:好看的小说	0010:wipe cache partition	0011:美女图片	0012:oppor9	0013:拔罐之后皮肤很黑是什么情况	0014:小说排行榜	0015:江疏影	0016:闵行区农业银行	0017:金贝辛格	0018:海南碧桂园	0019:长江水文网	0020:梦见失去工作	0021:春江花月夜原文	0022:天天向商软件官方下载	0023:笃字的拼音	0024:天气预报济南	0025:雪佛兰	0026:严东生逝世	0027:美国神婆	0028:光头强动画片全集	0029:炒饼的做法	0030:腾讯电脑管家	0031:果糖的主要功能	0032:上海商学院志愿者服务网	0033:note7国行爆炸	0034:海马s5	0035:申通快递	0036:比萨斜塔	0037:合肥到成都飞机票	0038:广州市第八人民医院	0039:青岛职业技术学院	0040:深圳三和人才市场招聘	0041:一级建造师注册网	0042:韩剧步步惊心丽	0043:我的世界籽岷	0044:关于秋天的作文500字	0045:绿地集团	0046:百度	0047:一路顺疯	0048:罪恶成魔	0049:大乐透	0050:下面痒是怎么回事
MSnDCG@0003	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P<M=	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M=	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	P=M<	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
NCUrb,P	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	P=M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
ERP	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	P=M<	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P>M<	P=M<	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P>M<	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	P<M>	P>M<	CONSIST	P>M<	CONSIST	P>M<	P=M>	CONSIST
Nor-nDCG-raw-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST
Q@0003	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P<M=	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
P-measure	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P>M=	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwfv-exp-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	P=M>	P=M>	P<M>	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwofv-exp-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	P=M>	P=M>	P<M>	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
O-measure	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P>M=	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwfv-raw-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST
NCUgu,BR	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M<	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST
Nor-tbg-exp-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	P>M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Q-measure	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
ERR	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
RR	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M=	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	P<M=	CONSIST	P>M=	P<M=	P>M=	P>M=	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	P>M=
Nor-lwofv-exp-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	P=M>	P=M>	P<M>	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwofv-raw-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-nDCG-exp-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	P=M<	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST
Q@0005	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
AP@0005	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	P=M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
AP@0003	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
MSnDCG@0005	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST
RBP	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST
AP	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	P=M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
Nor-nDCG-exp-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	P=M<	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-tbg-raw-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
P-plus	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P>M=	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-tbg-raw-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwfv-exp-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	P=M>	P=M>	P<M>	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Nor-lwfv-raw-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST
NCUrb,BR	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Hit@0005	P<M=	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	P<M=	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M=	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	P<M=	CONSIST	P>M=	P<M=	P>M=	P>M=	CONSIST	P<M=	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	P>M=
Nor-lwofv-raw-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
Hit@0003	P<M=	CONSIST	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M=	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	P<M=	CONSIST	P>M=	P<M=	P>M=	P>M=	CONSIST	P<M=	P<M=	P>M=	CONSIST	CONSIST	P<M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	P>M=
Nor-nDCG-raw-step	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST
nERR@0005	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
P@0005	CONSIST	P<M=	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	P=M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
P@0003	CONSIST	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P>M=	CONSIST	P<M=	P<M=	CONSIST	CONSIST	P>M=	P<M=	P<M=	P<M>	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	P>M=	CONSIST	P<M=	CONSIST	CONSIST	P<M=	P>M=	P<M=	P>M=	P>M=	P>M=	CONSIST	CONSIST
nERR@0003	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
nDCG@0005	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	P=M<	CONSIST	CONSIST	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	P=M<	P=M<	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST
NCUgu,P	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P>M=	CONSIST	CONSIST	P<M>	CONSIST	P=M>	P=M<	CONSIST	CONSIST	P>M=	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M<	P=M<	CONSIST	P=M>	P>M=	CONSIST	CONSIST	P=M<	P=M<	CONSIST	P>M=	CONSIST	CONSIST	CONSIST	P>M=	P=M>	CONSIST
Nor-tbg-exp-binom	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P=M<	P>M<	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M>	CONSIST	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	CONSIST	P>M<	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST
nDCG@0003	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P<M=	P<M=	CONSIST	P=M<	CONSIST	CONSIST	CONSIST	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	P=M>	P<M>	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	CONSIST	P=M>	CONSIST	P<M=	CONSIST	P>M=	P=M<	CONSIST	CONSIST	P=M<	P<M>	CONSIST	CONSIST	CONSIST	P>M=	CONSIST	CONSIST	CONSIST
