uid	settingid	tid	l	ratio
2016050024	3	9	10526.0	0.498837209302
2016011257	1	6	10549.0	0.497674418605
2014011335	3	6	10582.0	0.496511627907
2016011258	4	9	10615.43713	0.495348837209
2016310173	2	14	10622.0	0.494186046512
2014080102	3	11	10635.7853	0.493023255814
2016211454	4	16	10652.0	0.491860465116
2016011258	4	7	10678.0	0.490697674419
2016011284	4	19	10682.0	0.489534883721
2016011336	3	11	10705.59396	0.488372093023
2016210747	2	12	10717.6417	0.487209302326
2015010887	4	19	10742.0	0.486046511628
2016011304	1	11	10752.41996	0.48488372093
2014210115	2	4	10754.0	0.483720930233
2016011311	4	5	10792.0	0.482558139535
2016210747	2	8	10821.74098	0.481395348837
2016211454	4	20	10841.0	0.48023255814
2016011336	3	17	10852.88055	0.479069767442
2013012048	4	4	10881.0	0.477906976744
2013010932	1	17	10899.0	0.476744186047
2014080121	2	1	10900.0	0.475581395349
2014080118	3	8	10925.0	0.474418604651
2016011386	1	16	10956.45905	0.473255813953
2016011373	1	11	10978.7775	0.472093023256
2015010889	3	14	11006.0	0.470930232558
2014011335	3	13	11016.0	0.46976744186
2016011396	4	15	11027.0	0.468604651163
2014011525	3	2	11028.0	0.467441860465
2014010974	2	8	11062.0	0.466279069767
2013012692	1	12	11077.62499	0.46511627907
2013012692	1	8	11102.0	0.463953488372
2015311241	2	8	11190.49359	0.462790697674
2016011257	1	14	11236.0	0.461627906977
2016011392	3	16	11245.0	0.460465116279
2014012280	3	12	11293.0	0.459302325581
2016011257	1	7	11352.0	0.458139534884
2015010889	3	5	11365.0	0.456976744186
2015311241	2	10	11421.0	0.455813953488
2016210747	2	9	11457.49493	0.454651162791
2014080102	3	17	11476.77798	0.453488372093
2015012244	4	6	11485.0	0.452325581395
2014012280	3	14	11498.0	0.451162790698
2013012056	4	19	11507.0	0.45
2016211123	3	9	11510.49646	0.448837209302
2014080118	3	10	11518.2795	0.447674418605
2014010974	2	12	11740.0	0.446511627907
2016011311	4	7	11779.0	0.445348837209
2016011286	2	7	11787.0	0.444186046512
2016011284	4	9	11794.0	0.443023255814
2016310173	2	10	11798.0	0.441860465116
2016011304	1	6	11844.0	0.440697674419
2014010012	1	8	11903.44495	0.439534883721
2016011336	3	2	11906.0	0.438372093023
2014011525	3	5	11977.0	0.437209302326
2015010872	4	3	12057.2397	0.436046511628
2015010887	4	7	12064.3287	0.43488372093
2014080102	3	20	12091.0	0.433720930233
2016011257	1	19	12093.0	0.432558139535
2016211123	3	17	12153.65573	0.431395348837
2013012056	4	1	12183.0	0.43023255814
2016211454	4	3	12229.31537	0.429069767442
2016050024	3	1	12255.0	0.427906976744
2014012023	1	10	12301.40674	0.426744186047
2015210462	3	3	12323.0	0.425581395349
2013010932	1	20	12358.2803	0.424418604651
2016011396	4	3	12365.25369	0.423255813953
2014080118	3	5	12403.0	0.422093023256
2015210462	3	14	12438.0	0.420930232558
2016011317	1	5	12465.0	0.41976744186
2016011386	1	2	12532.0	0.418604651163
2014012280	3	17	12532.0	0.417441860465
2013012645	2	8	12567.01556	0.416279069767
2016011304	1	16	12568.0	0.41511627907
2015311241	2	1	12593.0	0.413953488372
2016011257	1	9	12657.37537	0.412790697674
2015210462	3	4	12658.0	0.411627906977
2013011361	1	19	12658.0	0.410465116279
2016011386	1	9	12726.0	0.409302325581
2016011373	1	13	12783.0	0.408139534884
2014010974	2	5	12799.2459	0.406976744186
2016211454	4	4	12890.0	0.405813953488
2014010012	1	16	12919.6301	0.404651162791
2015210462	3	13	12927.0	0.403488372093
2016210747	2	2	12929.0	0.402325581395
2016011286	2	17	13010.0	0.401162790698
2016011286	2	2	13022.0	0.4
2016011258	4	17	13064.0	0.398837209302
2016011392	3	5	13123.0	0.397674418605
2016011258	4	5	13123.0	0.396511627907
2014080129	2	16	13126.0	0.395348837209
2013012048	4	7	13133.0	0.394186046512
2016011257	1	2	13151.0	0.393023255814
2014080102	3	6	13155.0	0.391860465116
2013012056	4	17	13168.0	0.390697674419
2013012048	4	12	13188.0	0.389534883721
2016011284	4	3	13270.0	0.388372093023
2013011361	1	2	13296.0	0.387209302326
2014080118	3	4	13325.0	0.386046511628
2016011317	1	6	13348.5191	0.38488372093
2013011361	1	1	13354.5792	0.383720930233
2016011284	4	4	13377.0	0.382558139535
2016310173	2	15	13398.0	0.381395348837
2014010974	2	20	13431.0	0.38023255814
2015012244	4	12	13448.0	0.379069767442
2014080121	2	17	13457.0	0.377906976744
2016211123	3	5	13461.31537	0.376744186047
2014012280	3	5	13500.0	0.375581395349
2016210747	2	13	13502.0	0.374418604651
2016211454	4	15	13504.0	0.373255813953
2014310617	2	2	13535.0	0.372093023256
2014210115	2	10	13540.0	0.370930232558
2016050024	3	4	13559.0	0.36976744186
2016050024	3	2	13562.0	0.368604651163
2014310617	2	3	13576.0	0.367441860465
2016011258	4	10	13581.0	0.366279069767
2013010932	1	7	13594.0	0.36511627907
2014010012	1	6	13601.54333	0.363953488372
2013011361	1	8	13608.5269	0.362790697674
2014010588	2	2	13632.0	0.361627906977
2014010588	2	17	13644.0	0.360465116279
2014010012	1	19	13651.0	0.359302325581
2014011335	3	10	13678.0	0.358139534884
2016011284	4	2	13719.0	0.356976744186
2016011386	1	19	13723.0	0.355813953488
2016310173	2	2	13734.0	0.354651162791
2013012692	1	20	13747.0	0.353488372093
2016011317	1	14	13766.6206	0.352325581395
2013012056	4	12	13820.0	0.351162790698
2013012048	4	8	13906.0	0.35
2016011373	1	4	13917.3833	0.348837209302
2014080129	2	19	13925.3638	0.347674418605
2014080129	2	10	13957.0	0.346511627907
2014080129	2	3	13971.7284	0.345348837209
2016011286	2	19	14031.0	0.344186046512
2014080121	2	7	14073.0	0.343023255814
2015010872	4	8	14083.44965	0.341860465116
2014011525	3	3	14110.0	0.340697674419
2015012244	4	16	14145.5347	0.339534883721
2016011373	1	2	14152.0	0.338372093023
2016011311	4	12	14186.0	0.337209302326
2015010872	4	12	14191.0	0.336046511628
2016011311	4	14	14214.0	0.33488372093
2016211123	3	16	14224.0	0.333720930233
2013011361	1	5	14243.0	0.332558139535
2014080102	3	5	14252.0	0.331395348837
2016011286	2	9	14300.0	0.33023255814
2014310617	2	10	14304.0827	0.329069767442
2015210462	3	12	14349.0	0.327906976744
2013012056	4	4	14365.0	0.326744186047
2016011336	3	1	14481.0	0.325581395349
2016011317	1	13	14490.0	0.324418604651
2015311241	2	14	14503.0	0.323255813953
2016011396	4	17	14536.0	0.322093023256
2016011304	1	7	14572.0	0.320930232558
2016011373	1	19	14629.0	0.31976744186
2016011396	4	20	14670.0	0.318604651163
2014011335	3	3	14731.0	0.317441860465
2016011304	1	19	14803.0	0.316279069767
2016011304	1	14	14880.0	0.31511627907
2015010887	4	12	14899.0	0.313953488372
2016011386	1	13	14914.0	0.312790697674
2014010012	1	5	14956.0	0.311627906977
2015012244	4	1	14997.0	0.310465116279
2013012048	4	14	15047.0	0.309302325581
2013012048	4	2	15170.0	0.308139534884
2016011386	1	4	15196.30286	0.306976744186
2014011335	3	2	15197.0	0.305813953488
2014210115	2	8	15345.0	0.304651162791
2014010974	2	13	15349.0	0.303488372093
2014080118	3	7	15354.4848	0.302325581395
2016011286	2	6	15361.0	0.301162790698
2013011361	1	9	15363.0	0.3
2014080102	3	2	15378.0	0.298837209302
2016011336	3	3	15493.0	0.297674418605
2016310173	2	4	15501.0	0.296511627907
2016011257	1	3	15512.0	0.295348837209
2016011373	1	3	15531.0	0.294186046512
2013011361	1	4	15539.167	0.293023255814
2016050024	3	3	15727.0	0.291860465116
2013011361	1	7	15772.0	0.290697674419
2014010974	2	19	15792.52696	0.289534883721
2016011311	4	16	15830.0	0.288372093023
2016310173	2	6	15835.0	0.287209302326
2014080129	2	17	15838.0	0.286046511628
2015010872	4	16	15853.0	0.28488372093
2016211454	4	12	16008.44965	0.283720930233
2016011373	1	16	16058.0	0.282558139535
2013012692	1	16	16093.0	0.281395348837
2013010932	1	3	16179.0	0.28023255814
2016011317	1	1	16238.299	0.279069767442
2013012048	4	10	16273.0	0.277906976744
2014010012	1	1	16299.0	0.276744186047
2016011386	1	20	16316.28433	0.275581395349
2016211123	3	7	16412.0	0.274418604651
2016011396	4	16	16449.46136	0.273255813953
2014010974	2	17	16461.39966	0.272093023256
2016011257	1	13	16465.0	0.270930232558
2014010974	2	6	16542.0	0.26976744186
2016011336	3	9	16573.35034	0.268604651163
2016011258	4	4	16577.0	0.267441860465
2013011361	1	10	16593.0	0.266279069767
2016211454	4	19	16639.0	0.26511627907
2016211313	1	20	16649.26147	0.263953488372
2015311241	2	9	16666.96875	0.262790697674
2016211454	4	9	16668.0	0.261627906977
2016011373	1	18	16796.32477	0.260465116279
2014010588	2	15	16819.0	0.259302325581
2014011525	3	4	16894.0	0.258139534884
2016011386	1	12	17024.0	0.256976744186
2014080129	2	4	17025.4754	0.255813953488
2014010588	2	16	17031.4223	0.254651162791
2016011396	4	13	17037.0	0.253488372093
2016011392	3	13	17079.267	0.252325581395
2016011317	1	10	17127.0	0.251162790698
2016011311	4	8	17155.0	0.25
2016011386	1	7	17165.0	0.248837209302
2016310173	2	16	17172.0	0.247674418605
2015010887	4	16	17226.0	0.246511627907
2014310617	2	13	17255.0	0.245348837209
2016011286	2	8	17266.0	0.244186046512
2016210747	2	17	17363.0	0.243023255814
2014080121	2	5	17392.0	0.241860465116
2014012280	3	7	17427.0	0.240697674419
2013010932	1	14	17559.0	0.239534883721
2015210462	3	8	17574.0	0.238372093023
2016310173	2	3	17635.0	0.237209302326
2014080121	2	10	17646.30756	0.236046511628
2016011284	4	8	17658.0	0.23488372093
2014210115	2	7	17664.0	0.233720930233
2014011335	3	8	17715.0	0.232558139535
2014310617	2	17	17871.0	0.231395348837
2016011304	1	5	17935.0	0.23023255814
2016011317	1	19	17946.80949	0.229069767442
2013011361	1	13	17960.0	0.227906976744
2015010887	4	8	17999.0	0.226744186047
2013010932	1	16	18030.0	0.225581395349
2014080121	2	19	18098.0	0.224418604651
2016211313	1	10	18126.3591	0.223255813953
2014012280	3	2	18147.0	0.222093023256
2016050024	3	13	18220.0	0.220930232558
2013012056	4	2	18221.0	0.21976744186
2013010932	1	2	18241.0	0.218604651163
2014010588	2	6	18313.0	0.217441860465
2013012056	4	3	18326.0	0.216279069767
2013010932	1	10	18352.0	0.21511627907
2016211123	3	4	18484.0	0.213953488372
2015010887	4	9	18491.0	0.212790697674
2014011335	3	5	18494.0	0.211627906977
2016211313	1	15	18623.0	0.210465116279
2013010932	1	15	18637.8064	0.209302325581
2016211454	4	8	18692.0	0.208139534884
2016011336	3	19	18843.55115	0.206976744186
2016011392	3	7	19092.0	0.205813953488
2015010887	4	17	19164.0	0.204651162791
2013012048	4	3	19252.0	0.203488372093
2016310173	2	19	19574.0	0.202325581395
2015012244	4	2	19641.4598	0.201162790698
2015010887	4	5	19704.5566	0.2
2016211123	3	14	19723.0	0.198837209302
2015012244	4	5	19736.0	0.197674418605
2014080129	2	14	19756.0	0.196511627907
2014011335	3	16	19771.0	0.195348837209
2014010974	2	9	19832.3763	0.194186046512
2015010872	4	17	19853.0	0.193023255814
2013012048	4	16	19869.0	0.191860465116
2013012048	4	20	19881.0	0.190697674419
2016011284	4	10	19929.0	0.189534883721
2015010887	4	3	20013.0593	0.188372093023
2014080121	2	6	20038.43854	0.187209302326
2013012692	1	15	20041.89072	0.186046511628
2014080121	2	9	20190.0	0.18488372093
2015012244	4	9	20237.0	0.183720930233
2015010887	4	10	20309.0	0.182558139535
2013012692	1	19	20363.0	0.181395348837
2016011304	1	9	20368.5504	0.18023255814
2016011311	4	1	20448.0	0.179069767442
2016011286	2	4	20526.0	0.177906976744
2015010889	3	9	20579.0	0.176744186047
2016011257	1	1	20584.0	0.175581395349
2016011304	1	10	20641.0	0.174418604651
2013012056	4	14	20655.0	0.173255813953
2014010974	2	14	20669.0	0.172093023256
2013012056	4	16	20676.0	0.170930232558
2016011336	3	7	20763.0	0.16976744186
2015010887	4	20	20856.0	0.168604651163
2015311241	2	20	20899.77282	0.167441860465
2016011258	4	19	20957.0	0.166279069767
2016011286	2	3	20972.0	0.16511627907
2013010932	1	4	20984.7057	0.163953488372
2015010887	4	1	21259.0648	0.162790697674
2016011311	4	10	21337.0	0.161627906977
2016011386	1	17	21348.12101	0.160465116279
2015210462	3	5	21465.0	0.159302325581
2016050024	3	7	21563.0	0.158139534884
2014010974	2	10	21644.0	0.156976744186
2016011336	3	14	21707.0	0.155813953488
2013012692	1	13	21744.0	0.154651162791
2014080102	3	14	21792.0	0.153488372093
2016310173	2	17	21919.0	0.152325581395
2016210747	2	19	21997.0	0.151162790698
2016011257	1	10	22001.0	0.15
2016011311	4	19	22234.0	0.148837209302
2014011335	3	7	22308.0	0.147674418605
2016011386	1	5	22324.0	0.146511627907
2014010974	2	16	22326.0	0.145348837209
2016011396	4	1	22374.52148	0.144186046512
2015010889	3	13	22412.0	0.143023255814
2015010887	4	2	22494.55194	0.141860465116
2016011317	1	8	22549.31305	0.140697674419
2016050024	3	5	22558.0	0.139534883721
2013012692	1	14	22684.0	0.138372093023
2016011257	1	16	22685.0	0.137209302326
2014080129	2	6	22704.0	0.136046511628
2016210747	2	3	22741.0	0.13488372093
2016011373	1	14	22872.0	0.133720930233
2016211123	3	13	22889.0	0.132558139535
2016011258	4	14	22972.0	0.131395348837
2016011373	1	5	23031.0	0.13023255814
2016011386	1	1	23061.0	0.129069767442
2013012692	1	5	23084.0	0.127906976744
2016011373	1	10	23130.0	0.126744186047
2015311241	2	17	23224.4556	0.125581395349
2013012056	4	9	23242.0	0.124418604651
2014010974	2	1	23262.0	0.123255813953
2015010889	3	1	23282.0	0.122093023256
2016050024	3	16	23289.0	0.120930232558
2016011396	4	8	23307.0	0.11976744186
2014011525	3	7	23331.0	0.118604651163
2015010889	3	4	23472.0	0.117441860465
2015012244	4	10	23545.0	0.116279069767
2015012244	4	4	23559.2193	0.11511627907
2014011335	3	4	23698.0	0.113953488372
2016011336	3	5	23716.0	0.112790697674
2015012244	4	14	23815.28183	0.111627906977
2013012692	1	4	23856.0	0.110465116279
2014210115	2	6	24119.5152	0.109302325581
2015010872	4	19	24230.26227	0.108139534884
2016011311	4	13	24278.0	0.106976744186
2013012056	4	7	24353.0	0.105813953488
2014010974	2	2	24536.0	0.104651162791
2014080121	2	4	24549.0	0.103488372093
2016011386	1	14	24551.6364	0.102325581395
2016011304	1	13	24561.0	0.101162790698
2014310617	2	6	24816.0	0.1
2016211123	3	19	24892.0	0.0988372093023
2016210747	2	10	25037.0	0.0976744186047
2016210747	2	16	25099.662	0.096511627907
2015012244	4	3	25149.0	0.0953488372093
2016210747	2	1	25196.27167	0.0941860465116
2015010872	4	10	25361.0	0.093023255814
2014011335	3	14	25385.0	0.0918604651163
2016011257	1	8	25435.0	0.0906976744186
2014011525	3	14	25465.0	0.0895348837209
2015010872	4	13	25477.0	0.0883720930233
2016011258	4	16	25630.0	0.0872093023256
2015010887	4	13	25636.0	0.0860465116279
2013010932	1	13	25824.0	0.0848837209302
2016011286	2	16	25897.0	0.0837209302326
2013010932	1	1	25960.0	0.0825581395349
2016011304	1	8	25999.13037	0.0813953488372
2016211123	3	2	26077.0	0.0802325581395
2014080102	3	13	26081.0	0.0790697674419
2013010932	1	5	26280.0	0.0779069767442
2013012692	1	6	26498.09018	0.0767441860465
2016011304	1	1	26529.10315	0.0755813953488
2014012280	3	1	26652.0	0.0744186046512
2015210462	3	7	27060.0	0.0732558139535
2016011386	1	8	27198.5176	0.0720930232558
2016011258	4	2	27576.0	0.0709302325581
2013012692	1	1	27584.0	0.0697674418605
2013012056	4	5	27645.0	0.0686046511628
2015010872	4	2	27733.0	0.0674418604651
2014080118	3	13	27759.0	0.0662790697674
2016211123	3	3	27802.0	0.0651162790698
2016011257	1	5	27972.0	0.0639534883721
2014080102	3	4	28327.0	0.0627906976744
2016011373	1	1	28679.0	0.0616279069767
2014080102	3	7	28694.06	0.0604651162791
2016011373	1	6	28718.0	0.0593023255814
2016011304	1	3	29382.0	0.0581395348837
2014011525	3	16	29863.0	0.056976744186
2016011311	4	17	30148.0	0.0558139534884
2014011525	3	10	30596.0	0.0546511627907
2016011386	1	15	30907.5607	0.053488372093
2013012056	4	10	31025.0	0.0523255813953
2013012692	1	7	31256.0	0.0511627906977
2015012244	4	19	31256.0	0.05
2014010012	1	7	31447.0	0.0488372093023
2015311241	2	6	31448.0	0.0476744186047
2013012692	1	3	31518.0	0.046511627907
2015311241	2	2	32079.0	0.0453488372093
2014011525	3	13	32603.0	0.0441860465116
2016011336	3	13	32723.0	0.043023255814
2013012692	1	10	32800.0	0.0418604651163
2014012280	3	10	33488.0	0.0406976744186
2013012692	1	9	33517.0	0.0395348837209
2016210747	2	4	33569.0	0.0383720930233
2014080102	3	19	34052.0	0.0372093023256
2016011311	4	2	34437.0	0.0360465116279
2016011286	2	1	34741.0	0.0348837209302
2016011311	4	4	35080.0	0.0337209302326
2014010974	2	7	35099.0	0.0325581395349
2014010012	1	10	35723.0	0.0313953488372
2016011336	3	16	36416.443405	0.0302325581395
2014010012	1	9	37461.0	0.0290697674419
2014010974	2	4	38049.0	0.0279069767442
2016211123	3	1	38395.0	0.0267441860465
2013012056	4	13	38408.0	0.0255813953488
2016011373	1	8	38527.0	0.0244186046512
2015010887	4	14	38616.0	0.0232558139535
2016011257	1	4	40729.39734	0.0220930232558
2016211454	4	2	40900.0	0.0209302325581
2015012244	4	7	42083.0	0.0197674418605
2014080121	2	8	45455.1288	0.0186046511628
2013012056	4	8	46114.0	0.0174418604651
2015012244	4	13	46516.0	0.0162790697674
2016050024	3	14	48275.0	0.0151162790698
2013012692	1	2	48569.0	0.0139534883721
2016011373	1	7	48953.0	0.0127906976744
2014010012	1	4	50627.0	0.0116279069767
2016011373	1	9	51154.0	0.0104651162791
2014080102	3	16	53616.0	0.0093023255814
2014010974	2	3	55945.0	0.00813953488372
2015010889	3	7	56297.4723	0.00697674418605
2015010872	4	1	71975.0	0.00581395348837
2016211123	3	15	72849.0	0.0046511627907
2014011335	3	15	73351.0	0.00348837209302
2016011304	1	4	74626.0	0.00232558139535
2014080102	3	1	105551.0	0.00116279069767
